Sample	posterior	likelihood	prior	tree.height	tree.treeLength	kappa.t:accD_pos3	kappa.t:accD_pos2	kappa.t:rpl16ex_pos2	kappa.t:accD_pos1	kappa.t:5p8S	kappa.t:EMB2765ex12_pos3	kappa.t:EMB2765ex12_pos1	kappa.t:chloroplast_genome	kappa.t:EMB2765ex9_pos1	kappa.t:ITS1	kappa.t:rpl16_pos1	kappa.t:mitochondrial_genome	kappa.t:rbcL_pos2	kappa.t:rps3_pos1	kappa.t:EMB2765ex9_pos2	kappa.t:ndhF_pos3	kappa.t:ndhF_pos1	kappa.t:rpl16i	kappa.t:rpl16_pos3	kappa.t:nuclear_genome	kappa.t:rbcL_pos1	kappa.t:trnLF	kappa.t:EMB2765ex12_pos2	kappa.t:IGS	kappa.t:rbcL_pos3	freqParameter.t:accD_pos3.0	freqParameter.t:accD_pos3.1	freqParameter.t:accD_pos3.2	freqParameter.t:accD_pos3.3	freqParameter.t:accD_pos2.0	freqParameter.t:accD_pos2.1	freqParameter.t:accD_pos2.2	freqParameter.t:accD_pos2.3	freqParameter.t:rpl16ex_pos2.0	freqParameter.t:rpl16ex_pos2.1	freqParameter.t:rpl16ex_pos2.2	freqParameter.t:rpl16ex_pos2.3	freqParameter.t:accD_pos1.0	freqParameter.t:accD_pos1.1	freqParameter.t:accD_pos1.2	freqParameter.t:accD_pos1.3	freqParameter.t:5p8S.0	freqParameter.t:5p8S.1	freqParameter.t:5p8S.2	freqParameter.t:5p8S.3	freqParameter.t:EMB2765ex12_pos3.0	freqParameter.t:EMB2765ex12_pos3.1	freqParameter.t:EMB2765ex12_pos3.2	freqParameter.t:EMB2765ex12_pos3.3	freqParameter.t:EMB2765ex12_pos1.0	freqParameter.t:EMB2765ex12_pos1.1	freqParameter.t:EMB2765ex12_pos1.2	freqParameter.t:EMB2765ex12_pos1.3	freqParameter.t:chloroplast_genome.0	freqParameter.t:chloroplast_genome.1	freqParameter.t:chloroplast_genome.2	freqParameter.t:chloroplast_genome.3	freqParameter.t:EMB2765ex9_pos1.0	freqParameter.t:EMB2765ex9_pos1.1	freqParameter.t:EMB2765ex9_pos1.2	freqParameter.t:EMB2765ex9_pos1.3	freqParameter.t:ITS1.0	freqParameter.t:ITS1.1	freqParameter.t:ITS1.2	freqParameter.t:ITS1.3	freqParameter.t:rpl16_pos1.0	freqParameter.t:rpl16_pos1.1	freqParameter.t:rpl16_pos1.2	freqParameter.t:rpl16_pos1.3	freqParameter.t:mitochondrial_genome.0	freqParameter.t:mitochondrial_genome.1	freqParameter.t:mitochondrial_genome.2	freqParameter.t:mitochondrial_genome.3	freqParameter.t:rbcL_pos2.0	freqParameter.t:rbcL_pos2.1	freqParameter.t:rbcL_pos2.2	freqParameter.t:rbcL_pos2.3	freqParameter.t:rps3_pos1.0	freqParameter.t:rps3_pos1.1	freqParameter.t:rps3_pos1.2	freqParameter.t:rps3_pos1.3	freqParameter.t:EMB2765ex9_pos2.0	freqParameter.t:EMB2765ex9_pos2.1	freqParameter.t:EMB2765ex9_pos2.2	freqParameter.t:EMB2765ex9_pos2.3	freqParameter.t:ndhF_pos3.0	freqParameter.t:ndhF_pos3.1	freqParameter.t:ndhF_pos3.2	freqParameter.t:ndhF_pos3.3	freqParameter.t:ndhF_pos1.0	freqParameter.t:ndhF_pos1.1	freqParameter.t:ndhF_pos1.2	freqParameter.t:ndhF_pos1.3	freqParameter.t:rpl16i.0	freqParameter.t:rpl16i.1	freqParameter.t:rpl16i.2	freqParameter.t:rpl16i.3	freqParameter.t:rpl16_pos3.0	freqParameter.t:rpl16_pos3.1	freqParameter.t:rpl16_pos3.2	freqParameter.t:rpl16_pos3.3	freqParameter.t:nuclear_genome.0	freqParameter.t:nuclear_genome.1	freqParameter.t:nuclear_genome.2	freqParameter.t:nuclear_genome.3	freqParameter.t:rbcL_pos1.0	freqParameter.t:rbcL_pos1.1	freqParameter.t:rbcL_pos1.2	freqParameter.t:rbcL_pos1.3	freqParameter.t:trnLF.0	freqParameter.t:trnLF.1	freqParameter.t:trnLF.2	freqParameter.t:trnLF.3	freqParameter.t:EMB2765ex12_pos2.0	freqParameter.t:EMB2765ex12_pos2.1	freqParameter.t:EMB2765ex12_pos2.2	freqParameter.t:EMB2765ex12_pos2.3	freqParameter.t:IGS.0	freqParameter.t:IGS.1	freqParameter.t:IGS.2	freqParameter.t:IGS.3	freqParameter.t:rbcL_pos3.0	freqParameter.t:rbcL_pos3.1	freqParameter.t:rbcL_pos3.2	freqParameter.t:rbcL_pos3.3	popSize
20000	-297109.1524407339	-297028.1650962436	-80.9873444902932	0.05804478649959684	2.9465313914269915	2.5554759539295273	1.242980745438938	5.619182960467014	1.7436125465632075	7.376934371266343	5.419316062809806	4.049567045291068	1.8376573214646208	4.122380843762131	3.5201031462781125	0.9995239896430111	3.2114246494830856	0.5137955913744375	0.8809732671419598	2.5844747748482972	2.2846431410490142	1.255087960755965	1.464539461046228	3.548203641724021	3.447609707089841	0.9938988163896956	1.7460782243976594	3.321283778811057	1.7345138688612416	4.99900774266168	0.27644693760470107	0.18691021223706267	0.24297673236590728	0.2936661177923291	0.33098195263540026	0.1951912732640653	0.2102813546510562	0.26354541944947824	0.3041160537265037	0.2341291740815367	0.2200470822747276	0.24170768991723196	0.3277011102013517	0.22281431387897177	0.21005806503449354	0.23942651088518296	0.23824416386549643	0.2727237030630145	0.2116091516703855	0.2774229814011034	0.2802562939583581	0.2149824356355826	0.20887909988639908	0.2958821705196602	0.24917183832890097	0.2850823492802085	0.22552624585388747	0.2402195665370031	0.27665224679430317	0.2137315651743732	0.20591327107240495	0.3037029169589186	0.2501388124286853	0.21727496386218786	0.3031719515158467	0.22941427219328017	0.2611688541521469	0.20560712902405673	0.2175787180662337	0.3156452987575627	0.25512452231761	0.2744376210946071	0.2507073280972508	0.219730528490532	0.27746420462532223	0.23102690551942287	0.22827571107668462	0.2632331787785702	0.26182637917218116	0.24054004822646433	0.218925644652698	0.2787079279486565	0.3174247575314147	0.2029715986751205	0.25135292606028997	0.22825071773317468	0.3052705023217896	0.2154199833001402	0.1895749793904532	0.2897345349876168	0.23796855752917187	0.20199912439651593	0.2264586053078532	0.333573712766459	0.29753289389590604	0.1992641327831536	0.23548191329952753	0.2677210600214128	0.34738395115894727	0.20268958753653063	0.17933165321048794	0.27059480809403436	0.24133218272104504	0.2537647859178004	0.21717705333488702	0.28772597802626765	0.28879523907559224	0.19267938934548123	0.19886877053269608	0.3196566010462302	0.24715940915545642	0.1897313483758639	0.31679809290674343	0.24631114956193623	0.29516125746057764	0.20557132871466813	0.21390967571892971	0.2853577381058245	0.28223429394666605	0.19609765462372833	0.23405385021748226	0.28761420121212355	0.28504536704749434	0.19004608314907312	0.18708734531486695	0.3378212044885657	0.2503060558426722	0.19740229291510197	0.1980249345354323	0.3542667167067935	0.7448080411230278
21000	-295171.31691788795	-295107.24223808915	-64.07467979881167	0.07855199453379931	2.765239612748973	2.5554759539295273	1.2959734797749674	8.063941819993895	1.7436125465632075	4.684989271241758	5.521959987042132	4.049567045291068	1.8376573214646208	3.439117458236443	3.5201031462781125	1.0262459880507362	3.229477912534005	0.5248455473550279	0.8809732671419598	2.5844747748482972	2.2846431410490142	1.3431462340885327	1.464539461046228	3.548203641724021	3.447609707089841	1.0421147388590313	1.7460782243976594	2.066534989818251	1.7345138688612416	4.227823058430823	0.27426045988215103	0.18691021223706267	0.24442615456025138	0.29440317332053506	0.3386361364484417	0.2027569623246041	0.2102813546510562	0.24832554657589798	0.3015479038285481	0.23589723759888587	0.2144290567271843	0.24812580184538166	0.3324229617704209	0.22281431387897177	0.2053362134654243	0.23942651088518296	0.23560286927841387	0.25214397009538475	0.22567424657442547	0.2865789140517757	0.2865881384074056	0.1947825502263405	0.20254725543735158	0.3160820559289023	0.23955074090701103	0.2842780657072816	0.2348161345273951	0.24135505885831232	0.27665224679430317	0.2137315651743732	0.20591327107240495	0.3037029169589186	0.25662386998484443	0.21727496386218786	0.29668689395968756	0.22941427219328017	0.2677177782534187	0.19581079319730005	0.2128713782611157	0.3236000502881656	0.2712144686639866	0.28178905177193114	0.2290934501713448	0.21790302939273742	0.27746420462532223	0.23102690551942287	0.22827571107668462	0.2632331787785702	0.2614286832048127	0.25225229483946665	0.21797735508918775	0.2683416668665328	0.3268536630167197	0.19354269318981548	0.25135292606028997	0.22825071773317468	0.3052705023217896	0.20637421332456998	0.19862074936602342	0.2897345349876168	0.23716116635022816	0.20280651557545964	0.2264586053078532	0.333573712766459	0.29753289389590604	0.20427735501701524	0.2304686910656659	0.2677210600214128	0.34738395115894727	0.20268958753653063	0.17933165321048794	0.27059480809403436	0.23138103729191864	0.2537647859178004	0.21860750783478827	0.2962466689554928	0.28879523907559224	0.18728727668992998	0.19886877053269608	0.32504871370178146	0.24715940915545642	0.18556942910944044	0.3209600121731669	0.24631114956193623	0.3067301576339477	0.20557132871466813	0.21390967571892971	0.27378883793245445	0.29200208086471247	0.19008753456939884	0.2370637316678674	0.28084665289802146	0.2951412163665564	0.19020096117981258	0.18330869818541862	0.3313491242682125	0.25259183059249796	0.19751192493011122	0.1980249345354323	0.3518713099419585	0.7747631790853151
22000	-292094.6049660459	-292020.39210265165	-74.21286339421079	0.056261977557014765	2.853745500064671	2.6295779984791263	1.2959734797749674	5.868359169845375	1.666117961062231	4.684989271241758	5.521959987042132	4.049567045291068	1.8376573214646208	3.865168283306033	3.5201031462781125	1.1774703892686478	3.229477912534005	0.589624084266985	0.8809732671419598	2.5844747748482972	2.2846431410490142	1.3831221141501788	1.464539461046228	2.902276387122918	3.447609707089841	0.8928295614200159	1.7219343751770277	3.307895077902388	1.7580038466778078	4.227823058430823	0.27426045988215103	0.18691021223706267	0.24442615456025138	0.29440317332053506	0.33781204309988916	0.19910696157853927	0.2202756773579536	0.24280531796361796	0.3015479038285481	0.23589723759888587	0.2144290567271843	0.24812580184538166	0.3324229617704209	0.20611441569279518	0.2053362134654243	0.25612640907135953	0.23560286927841387	0.26105769642888493	0.2167605202409253	0.2865789140517757	0.2972716916274489	0.1947825502263405	0.19186370221730834	0.3160820559289023	0.23955074090701103	0.2842780657072816	0.2348161345273951	0.24135505885831232	0.27730117793750514	0.21271140133835012	0.1997352983003721	0.31025212242377254	0.23594732977176308	0.22509923431606604	0.30953916371889073	0.22941427219328017	0.2677177782534187	0.19581079319730005	0.2128713782611157	0.3236000502881656	0.2712144686639866	0.2813449906682442	0.215910205381145	0.2315303352866242	0.27746420462532223	0.23585466290734927	0.22687495710805317	0.25980617535927525	0.24889217181142984	0.25225229483946665	0.23051386648257063	0.2683416668665328	0.3343524311928637	0.1927237565577498	0.2446730945162117	0.22825071773317468	0.31658324910204133	0.20637421332456998	0.18607232786192907	0.2909702097114594	0.23716116635022816	0.2023141352776757	0.22695098560563715	0.333573712766459	0.2943725239541347	0.2142032418727291	0.2304686910656659	0.26095554310747027	0.3691742200583312	0.1817452504917269	0.19097361836660603	0.258106911083336	0.23138103729191864	0.2674700980961495	0.22941961303853045	0.27172925157340144	0.2999587216243983	0.18728727668992998	0.18770528798389005	0.32504871370178146	0.23871368341114468	0.18556942910944044	0.33318993041645734	0.24252695706295754	0.3067301576339477	0.19107357626141314	0.21390967571892971	0.2882865903857094	0.29200208086471247	0.19008753456939884	0.2370637316678674	0.28084665289802146	0.305802416802016	0.18090972556634424	0.19259993379888696	0.3206879238327529	0.2596103821860116	0.19751192493011122	0.18492381423593787	0.3579538786479392	0.7117664198922398
23000	-290476.30114538793	-290397.47695885017	-78.82418653773613	0.06784739750872024	2.917209348588988	2.471647880291643	1.5216575437855342	3.9477846096124187	1.791624430507981	6.906929344725211	6.0658041267656895	4.049567045291068	1.8376573214646208	3.865168283306033	3.5201031462781125	1.1774703892686478	3.229477912534005	0.5266265920186287	0.8809732671419598	2.5844747748482972	2.2846431410490142	1.3831221141501788	1.464539461046228	2.957309878920061	3.8567818338274615	1.2271574516693406	1.7219343751770277	2.50023725927022	1.711773025907652	5.118955102112771	0.27426045988215103	0.17841926102571692	0.24442615456025138	0.30289412453188086	0.33781204309988916	0.19910696157853927	0.2202756773579536	0.24280531796361796	0.29737829216261763	0.2259650667723261	0.21859866839311476	0.2580579726719414	0.3324229617704209	0.20611441569279518	0.21857519246465854	0.2428874300721253	0.22120396720167856	0.26105769642888493	0.21648166022427898	0.30125667614515733	0.28664019973681504	0.1911388827311375	0.20613886160314515	0.3160820559289023	0.2423225155487888	0.27380497930838626	0.2348161345273951	0.24905637061542987	0.27730117793750514	0.19790871372592764	0.1997352983003721	0.325054810036195	0.21942161240930963	0.22509923431606604	0.3172971825369431	0.23818197073768127	0.2677177782534187	0.19581079319730005	0.2128713782611157	0.3236000502881656	0.2882097055403625	0.26434975379186826	0.215910205381145	0.2315303352866242	0.2677667190338624	0.23585466290734927	0.22987574621602588	0.2665028718427624	0.24889217181142984	0.25225229483946665	0.2442393990912914	0.25461613425781204	0.3343524311928637	0.20830718808306747	0.229089662990894	0.22825071773317468	0.3023930754918014	0.20847882132955298	0.1973997427579589	0.2917283604206865	0.23716116635022816	0.2096407978306266	0.21962432305268623	0.333573712766459	0.2943725239541347	0.2142032418727291	0.2304686910656659	0.26095554310747027	0.3691742200583312	0.1817452504917269	0.19097361836660603	0.258106911083336	0.23138103729191864	0.2674700980961495	0.22241571197893406	0.2787331526329978	0.2856414943869197	0.18724345131242104	0.187749113361399	0.33936594093926004	0.24009890388660096	0.18556942910944044	0.3318047099410011	0.24252695706295754	0.30418406949403526	0.19107357626141314	0.21120350009444588	0.29353885415010567	0.29200208086471247	0.19008753456939884	0.2370637316678674	0.28084665289802146	0.305802416802016	0.18090972556634424	0.19259993379888696	0.3206879238327529	0.2596103821860116	0.19751192493011122	0.16849461456058148	0.3743830783232956	0.6970013758158546
24000	-289986.613890081	-289902.61667675	-83.99721333097547	0.057266816473417845	2.8845307327680683	2.471647880291643	1.5526367042731117	7.3954384183787	1.791624430507981	6.906929344725211	6.0658041267656895	4.049567045291068	1.8391023465388077	3.865168283306033	3.5201031462781125	0.7866622973845572	3.229477912534005	0.8337443497405154	0.7199350792393372	2.5844747748482972	2.3486543656800807	1.3831221141501788	1.464539461046228	2.4288279407100535	3.8567818338274615	1.2271574516693406	1.838512540156669	3.864003172837123	1.711773025907652	4.059037452723779	0.27426045988215103	0.17841926102571692	0.24442615456025138	0.30289412453188086	0.3472211293700059	0.2161633082689491	0.20577193075637443	0.2308436316046706	0.26767561005955964	0.2311789499588368	0.21859866839311476	0.28254677158848873	0.34480602048735204	0.19373135697586402	0.23074389590085273	0.2307187266359311	0.19406605571859678	0.30306057150773685	0.18796939554027836	0.3149039772333878	0.28664019973681504	0.1781966327761415	0.20613886160314515	0.3290243058838983	0.23025082048709644	0.26197471733609035	0.2348161345273951	0.2729583276494182	0.27730117793750514	0.19790871372592764	0.1997352983003721	0.325054810036195	0.2217625809839911	0.22870298974634312	0.3113524585319845	0.23818197073768127	0.276563476636187	0.18696509481453175	0.2128713782611157	0.3236000502881656	0.2882097055403625	0.26434975379186826	0.19500842577073274	0.2524321148970365	0.27048297358966733	0.23585466290734927	0.22987574621602588	0.26378661728695746	0.24338455057293792	0.25225229483946665	0.2442393990912914	0.26012375549630395	0.34111532960528773	0.18841419240814464	0.2358583969968241	0.23461208098974337	0.33402752605525954	0.2004430890731125	0.18280957443299622	0.28271981043863154	0.23178113949248003	0.2096407978306266	0.21962432305268623	0.3389537396242071	0.29054899484814395	0.2142032418727291	0.2304686910656659	0.26477907221346103	0.38462526013113474	0.18665398856840937	0.1773041165513791	0.25141663474907694	0.23138103729191864	0.2674700980961495	0.22241571197893406	0.2787331526329978	0.29919627832230505	0.18724345131242104	0.17419432942601362	0.33936594093926004	0.2451881862583183	0.1889707809786529	0.32936730489982424	0.23647372786320456	0.31287232796785874	0.18514120258313344	0.20844761529890207	0.29353885415010567	0.30998882657735033	0.18442236109079405	0.2370637316678674	0.2685250806639884	0.2937464920831535	0.17548373849482013	0.19259993379888696	0.33816983562313946	0.2596103821860116	0.1876604129481937	0.15581111305200596	0.3969180918137887	0.8125148862014349
25000	-289196.42395802645	-289113.5093855092	-82.9145725172781	0.05485796995388827	2.8270261680586706	2.4695983569710553	1.600376071937834	11.343050041989072	1.8565758155670768	7.907884307299347	6.101620152245213	4.049567045291068	1.8391023465388077	3.865168283306033	3.6294790998754043	0.7866622973845572	3.229477912534005	0.8337443497405154	0.7199350792393372	2.5175035856526593	2.39082678597295	1.3831221141501788	1.4238426958736126	2.9120613882867685	3.8567818338274615	0.8274946540674674	1.6887997991530976	3.864003172837123	1.711773025907652	5.167770533416202	0.2675667563910567	0.16957523369977687	0.24166510137249905	0.32119290853666754	0.3541187631173484	0.20926567452160655	0.20695482142767277	0.22966074093337227	0.2518277239828618	0.24702683603553463	0.21596515052487836	0.28518028945672513	0.33360153174028784	0.19373135697586402	0.24194838464791693	0.2307187266359311	0.19406605571859678	0.30306057150773685	0.18796939554027836	0.3149039772333878	0.26095306928431516	0.16969814516033566	0.23182599205564502	0.33752279349970415	0.23025082048709644	0.26197471733609035	0.2348161345273951	0.2729583276494182	0.27730117793750514	0.19790871372592764	0.1997352983003721	0.325054810036195	0.21795633566423034	0.22870298974634312	0.31515870385174527	0.23818197073768127	0.29443601680669995	0.20201742011567708	0.17994651278945745	0.3236000502881656	0.28200141312030264	0.26434975379186826	0.20121671819079265	0.2524321148970365	0.2802701833907825	0.23585466290734927	0.2257093809495389	0.25816577275232927	0.26440030418498844	0.25225229483946665	0.21835389120314377	0.264993509772401	0.34111532960528773	0.198598236832556	0.2358583969968241	0.224428036565332	0.3411778163300919	0.20098464335303462	0.17565928415816384	0.28217825615870945	0.23178113949248003	0.2096407978306266	0.21962432305268623	0.3389537396242071	0.29054899484814395	0.2142032418727291	0.21632780205081323	0.2789199612283137	0.38810797982253403	0.17911413257134576	0.17382139685997977	0.2589564907461405	0.23138103729191864	0.2727025486862863	0.19940304436759287	0.2965133696542022	0.29919627832230505	0.18724345131242104	0.17419432942601362	0.33936594093926004	0.2448303180027472	0.21423532009544136	0.32972517315539535	0.21120918874641612	0.317210599687592	0.18080293086340019	0.19413445879522281	0.3078520106537849	0.3031782283177297	0.18442236109079405	0.24387432992748803	0.2685250806639884	0.2935483070490662	0.17548373849482013	0.1927981188329743	0.33816983562313946	0.260555606405435	0.1876604129481937	0.1548658888325826	0.3969180918137887	0.7440196671986102
26000	-287963.08633875696	-287876.4957609148	-86.59057784211916	0.05485796995388827	2.8647374871923863	2.4695983569710553	1.600376071937834	15.47120468776864	1.8565758155670768	7.907884307299347	6.101620152245213	3.721571158751875	1.8391023465388077	3.865168283306033	3.6294790998754043	1.0523988582640704	3.4030860583442317	0.8337443497405154	0.8987246558698284	1.8677489875156181	2.152602949184595	1.3202742090326383	1.4238426958736126	2.622161206194617	3.8567818338274615	1.034760532195585	1.6887997991530976	2.686695950588994	1.711773025907652	5.167770533416202	0.2675667563910567	0.16957523369977687	0.24166510137249905	0.32119290853666754	0.3476767424513298	0.20926567452160655	0.21339684209369142	0.22966074093337227	0.2518277239828618	0.2749656184468554	0.2494188402002555	0.22378781737002723	0.3236402332964751	0.19373135697586402	0.2519096830917297	0.2307187266359311	0.13812095081853754	0.3544005694808308	0.15188264315746894	0.35559583654316246	0.22481368644498217	0.18945119874850774	0.23113509975440488	0.3546000150521052	0.23025082048709644	0.26197471733609035	0.2348161345273951	0.2729583276494182	0.27730117793750514	0.19790871372592764	0.1997352983003721	0.325054810036195	0.21795633566423034	0.22870298974634312	0.31515870385174527	0.23818197073768127	0.29443601680669995	0.18594163446950257	0.19540353250299675	0.3242188162208008	0.30770943686668367	0.26434975379186826	0.20121671819079265	0.22672409115065545	0.2717995902784725	0.23585466290734927	0.2257093809495389	0.2666363658646393	0.26155008305305527	0.267925362026588	0.22120411233507695	0.2493204425852796	0.34111532960528773	0.17976178308844545	0.23734624324904094	0.2417766440572257	0.3169130442784789	0.20946678154483606	0.20473663741721226	0.2688835367594727	0.24598445725556922	0.2096407978306266	0.20542100528959703	0.3389537396242071	0.29054899484814395	0.20691833948326555	0.22307156792069313	0.27946109774789735	0.3937648921677877	0.17911413257134576	0.17382139685997977	0.25329957840088685	0.23138103729191864	0.2727025486862863	0.20650080595846904	0.28941560806332606	0.29919627832230505	0.18724345131242104	0.17419432942601362	0.33936594093926004	0.2448303180027472	0.22375535780979885	0.32020513544103785	0.21120918874641612	0.3298081497599257	0.18080293086340019	0.1815369087228892	0.3078520106537849	0.3044696793665097	0.18313091004201407	0.24387432992748803	0.2685250806639884	0.30002572969315955	0.17548373849482013	0.1927981188329743	0.3316924129790461	0.25296679649835857	0.1675274057965864	0.17420010871355102	0.405305688991504	0.6661894849480642
27000	-286766.8026233147	-286675.04036853695	-91.76225477777868	0.054761527197010745	2.8847295801250166	2.928543651539592	1.6003877427854654	15.47120468776864	1.5202454603947282	8.792529518097496	5.960924661048438	3.721571158751875	1.8391023465388077	3.865168283306033	3.6294790998754043	1.0523988582640704	3.4030860583442317	0.8337443497405154	0.8022803169340561	4.180989578974667	2.2342672637642	1.2574665379196936	1.576604208907351	2.622161206194617	3.8567818338274615	1.034760532195585	1.6887997991530976	2.686695950588994	1.711773025907652	4.125684064373025	0.2675667563910567	0.16404982566594664	0.24166510137249905	0.32671831657049777	0.35320228497142686	0.18726857928249094	0.21339684209369142	0.2461322936523908	0.25357293604567677	0.21805600434593775	0.28462545186846316	0.24374560773992224	0.3385099752398052	0.17886161503253395	0.2519096830917297	0.2307187266359311	0.12443501946155974	0.3544005694808308	0.16556857451444673	0.35559583654316246	0.22481368644498217	0.18945119874850774	0.23219666970054761	0.3535384451059625	0.23025082048709644	0.2857138391529384	0.2363550784412316	0.24768026191873363	0.27730117793750514	0.19790871372592764	0.1997352983003721	0.325054810036195	0.21795633566423034	0.22870298974634312	0.31515870385174527	0.23818197073768127	0.29443601680669995	0.18594163446950257	0.19540353250299675	0.3242188162208008	0.33724038253974853	0.2742876494769536	0.16174787683264244	0.22672409115065545	0.2717995902784725	0.23585466290734927	0.2287810205486475	0.2635647262655307	0.26155008305305527	0.26439746164769523	0.22120411233507695	0.2528483429641724	0.34111532960528773	0.17976178308844545	0.23734624324904094	0.2417766440572257	0.3169130442784789	0.20946678154483606	0.20473663741721226	0.2688835367594727	0.25798662697582825	0.1942727550982956	0.1945928007051151	0.35314781722076105	0.2929007430657915	0.20456659126561796	0.22307156792069313	0.27946109774789735	0.41871650565546403	0.15416251908366943	0.17382139685997977	0.25329957840088685	0.21581349505283434	0.2793783593562256	0.20650080595846904	0.2983073396324711	0.3143450421891957	0.1723244684413788	0.15536011597996216	0.3579703733894631	0.22203914603892405	0.22375535780979885	0.32020513544103785	0.23400036071023927	0.33727601647953287	0.18080293086340019	0.1815369087228892	0.3003841439341777	0.3269984037666669	0.18313091004201407	0.22740974742785716	0.2624609387634621	0.30002572969315955	0.17548373849482013	0.1927981188329743	0.3316924129790461	0.25296679649835857	0.1675274057965864	0.17420010871355102	0.405305688991504	0.7687277741375192
28000	-286107.4646779601	-286010.6535995747	-96.81107838542054	0.06136242065844548	2.9307576530422237	2.431303790051642	1.6003877427854654	17.756550888117168	1.580254538185809	8.792529518097496	5.960924661048438	4.129963547545837	1.8391023465388077	4.110659922199111	3.6294790998754043	1.0523988582640704	3.4030860583442317	0.8337443497405154	0.7917259693016581	4.180989578974667	2.357147126239465	1.2574665379196936	1.5558829599329462	4.353747164361961	4.186078121837005	1.151944740827039	1.5335824172372814	2.686695950588994	1.711773025907652	4.125684064373025	0.2675667563910567	0.16404982566594664	0.24166510137249905	0.32671831657049777	0.37682385618991615	0.18726857928249094	0.18062398417310296	0.25528358035449	0.25357293604567677	0.21805600434593775	0.2546989311080001	0.27367212850038525	0.3385099752398052	0.17886161503253395	0.2519096830917297	0.2307187266359311	0.12443501946155974	0.3203144891697087	0.16556857451444673	0.38968191685428455	0.18417075048664605	0.16349457167221262	0.23219666970054761	0.42013800814059377	0.23025082048709644	0.2798176063622956	0.24225131123187446	0.24768026191873363	0.2782098265377905	0.19790871372592764	0.1997352983003721	0.32414616143590963	0.2206466789122924	0.22420051728568408	0.31515870385174527	0.23999409995027826	0.29443601680669995	0.1895259877446721	0.1918191792278272	0.3242188162208008	0.3021321478470078	0.2742876494769536	0.19753447815586778	0.22604572452017085	0.2733538033820751	0.23585466290734927	0.22722680744504486	0.2635647262655307	0.26562851218808337	0.2589034057037524	0.21776704900565516	0.2577010331025089	0.346354940470864	0.1794229816108322	0.2403716283849047	0.2338504495333989	0.3211655097323714	0.1822215919644922	0.2277293615436636	0.2688835367594727	0.25798662697582825	0.1942727550982956	0.17676776083397355	0.3709728570919026	0.2929007430657915	0.20456659126561796	0.22077814288338224	0.28175452278520824	0.3968221206755564	0.17880120406489833	0.17107709685865852	0.25329957840088685	0.2117780824078377	0.2793783593562256	0.19658642565996637	0.3122571325759704	0.3351551507051733	0.1515143599254012	0.15536011597996216	0.3579703733894631	0.21444645872117546	0.22375535780979885	0.32020513544103785	0.24159304802798787	0.33727601647953287	0.18080293086340019	0.1815369087228892	0.3003841439341777	0.3269984037666669	0.18313091004201407	0.22740974742785716	0.2624609387634621	0.30002572969315955	0.19344453169885775	0.17483732562893667	0.3316924129790461	0.25296679649835857	0.1675274057965864	0.18088264204075313	0.3986231556643019	0.7175386442361601
29000	-285555.2299157418	-285455.95391514286	-99.27600059892363	0.05635887583084169	2.9347232349727816	2.7556140641646936	1.414097429738094	17.756550888117168	1.7164799313394858	8.792529518097496	6.030976503080466	3.8163765977232096	1.8391023465388077	3.237669048035032	3.5214569301021004	1.5723425485278582	3.4030860583442317	0.679503981611032	1.2806256999260341	3.834756526550616	2.575469660331616	1.3482412038309022	1.6195074447417095	4.353747164361961	4.186078121837005	1.151944740827039	1.5335824172372814	2.686695950588994	1.8817739185300688	4.358844989450702	0.24984751875045336	0.12432047644448115	0.2593843390131024	0.3664476657919633	0.3354896283684562	0.21304732501852652	0.19617946625852736	0.25528358035449	0.236312104011134	0.2353168363804805	0.2546989311080001	0.27367212850038525	0.3385099752398052	0.17886161503253395	0.24715539821264249	0.2354730115150183	0.1166750084016407	0.3203144891697087	0.17332858557436576	0.38968191685428455	0.18417075048664605	0.16349457167221262	0.23219666970054761	0.42013800814059377	0.23025082048709644	0.2491097208789112	0.2308698133198276	0.2897696453141649	0.28155991290210686	0.19790871372592764	0.19962664462099702	0.32090472875096837	0.2206466789122924	0.226392351126902	0.31296687001052736	0.23999409995027826	0.29443601680669995	0.1895259877446721	0.1918191792278272	0.3242188162208008	0.3021321478470078	0.2742876494769536	0.19753447815586778	0.22604572452017085	0.27463544360201664	0.22429052701505495	0.22722680744504486	0.27384722193788347	0.26562851218808337	0.2621411640229482	0.21452929068645943	0.2577010331025089	0.3362745987832573	0.21236500779407358	0.22440179151447345	0.22695860190819547	0.3211655097323714	0.1822215919644922	0.2277293615436636	0.2688835367594727	0.24320713868957028	0.1793594702808439	0.1897506162286012	0.3876827748009846	0.2929007430657915	0.20456659126561796	0.22077814288338224	0.28175452278520824	0.3968221206755564	0.17880120406489833	0.17107709685865852	0.25329957840088685	0.2117780824078377	0.2793783593562256	0.19658642565996637	0.3122571325759704	0.3351551507051733	0.1515143599254012	0.15536011597996216	0.3579703733894631	0.23754113885860478	0.20066067767236953	0.32020513544103785	0.24159304802798787	0.33727601647953287	0.18080293086340019	0.1815369087228892	0.3003841439341777	0.34364042957183705	0.16648888423684394	0.22740974742785716	0.2624609387634621	0.30002572969315955	0.19344453169885775	0.17483732562893667	0.3316924129790461	0.2410172074091482	0.1675274057965864	0.1882306812166773	0.4032247055775881	0.8024180601229004
