Sample	posterior	likelihood	prior	tree.height	tree.treeLength	kappa.t:accD_pos3	kappa.t:accD_pos2	kappa.t:rpl16ex_pos2	kappa.t:accD_pos1	kappa.t:5p8S	kappa.t:EMB2765ex12_pos3	kappa.t:EMB2765ex12_pos1	kappa.t:chloroplast_genome	kappa.t:EMB2765ex9_pos1	kappa.t:ITS1	kappa.t:rpl16_pos1	kappa.t:mitochondrial_genome	kappa.t:rbcL_pos2	kappa.t:rps3_pos1	kappa.t:EMB2765ex9_pos2	kappa.t:ndhF_pos3	kappa.t:ndhF_pos1	kappa.t:rpl16i	kappa.t:rpl16_pos3	kappa.t:nuclear_genome	kappa.t:rbcL_pos1	kappa.t:trnLF	kappa.t:EMB2765ex12_pos2	kappa.t:IGS	kappa.t:rbcL_pos3	freqParameter.t:accD_pos3.0	freqParameter.t:accD_pos3.1	freqParameter.t:accD_pos3.2	freqParameter.t:accD_pos3.3	freqParameter.t:accD_pos2.0	freqParameter.t:accD_pos2.1	freqParameter.t:accD_pos2.2	freqParameter.t:accD_pos2.3	freqParameter.t:rpl16ex_pos2.0	freqParameter.t:rpl16ex_pos2.1	freqParameter.t:rpl16ex_pos2.2	freqParameter.t:rpl16ex_pos2.3	freqParameter.t:accD_pos1.0	freqParameter.t:accD_pos1.1	freqParameter.t:accD_pos1.2	freqParameter.t:accD_pos1.3	freqParameter.t:5p8S.0	freqParameter.t:5p8S.1	freqParameter.t:5p8S.2	freqParameter.t:5p8S.3	freqParameter.t:EMB2765ex12_pos3.0	freqParameter.t:EMB2765ex12_pos3.1	freqParameter.t:EMB2765ex12_pos3.2	freqParameter.t:EMB2765ex12_pos3.3	freqParameter.t:EMB2765ex12_pos1.0	freqParameter.t:EMB2765ex12_pos1.1	freqParameter.t:EMB2765ex12_pos1.2	freqParameter.t:EMB2765ex12_pos1.3	freqParameter.t:chloroplast_genome.0	freqParameter.t:chloroplast_genome.1	freqParameter.t:chloroplast_genome.2	freqParameter.t:chloroplast_genome.3	freqParameter.t:EMB2765ex9_pos1.0	freqParameter.t:EMB2765ex9_pos1.1	freqParameter.t:EMB2765ex9_pos1.2	freqParameter.t:EMB2765ex9_pos1.3	freqParameter.t:ITS1.0	freqParameter.t:ITS1.1	freqParameter.t:ITS1.2	freqParameter.t:ITS1.3	freqParameter.t:rpl16_pos1.0	freqParameter.t:rpl16_pos1.1	freqParameter.t:rpl16_pos1.2	freqParameter.t:rpl16_pos1.3	freqParameter.t:mitochondrial_genome.0	freqParameter.t:mitochondrial_genome.1	freqParameter.t:mitochondrial_genome.2	freqParameter.t:mitochondrial_genome.3	freqParameter.t:rbcL_pos2.0	freqParameter.t:rbcL_pos2.1	freqParameter.t:rbcL_pos2.2	freqParameter.t:rbcL_pos2.3	freqParameter.t:rps3_pos1.0	freqParameter.t:rps3_pos1.1	freqParameter.t:rps3_pos1.2	freqParameter.t:rps3_pos1.3	freqParameter.t:EMB2765ex9_pos2.0	freqParameter.t:EMB2765ex9_pos2.1	freqParameter.t:EMB2765ex9_pos2.2	freqParameter.t:EMB2765ex9_pos2.3	freqParameter.t:ndhF_pos3.0	freqParameter.t:ndhF_pos3.1	freqParameter.t:ndhF_pos3.2	freqParameter.t:ndhF_pos3.3	freqParameter.t:ndhF_pos1.0	freqParameter.t:ndhF_pos1.1	freqParameter.t:ndhF_pos1.2	freqParameter.t:ndhF_pos1.3	freqParameter.t:rpl16i.0	freqParameter.t:rpl16i.1	freqParameter.t:rpl16i.2	freqParameter.t:rpl16i.3	freqParameter.t:rpl16_pos3.0	freqParameter.t:rpl16_pos3.1	freqParameter.t:rpl16_pos3.2	freqParameter.t:rpl16_pos3.3	freqParameter.t:nuclear_genome.0	freqParameter.t:nuclear_genome.1	freqParameter.t:nuclear_genome.2	freqParameter.t:nuclear_genome.3	freqParameter.t:rbcL_pos1.0	freqParameter.t:rbcL_pos1.1	freqParameter.t:rbcL_pos1.2	freqParameter.t:rbcL_pos1.3	freqParameter.t:trnLF.0	freqParameter.t:trnLF.1	freqParameter.t:trnLF.2	freqParameter.t:trnLF.3	freqParameter.t:EMB2765ex12_pos2.0	freqParameter.t:EMB2765ex12_pos2.1	freqParameter.t:EMB2765ex12_pos2.2	freqParameter.t:EMB2765ex12_pos2.3	freqParameter.t:IGS.0	freqParameter.t:IGS.1	freqParameter.t:IGS.2	freqParameter.t:IGS.3	freqParameter.t:rbcL_pos3.0	freqParameter.t:rbcL_pos3.1	freqParameter.t:rbcL_pos3.2	freqParameter.t:rbcL_pos3.3	popSize
51000	-274700.52538622846	-274569.60520368477	-130.9201825436977	0.04839098278429947	2.8295456065519637	2.4812795863513353	1.566020048432589	8.977054867395386	1.780274523813001	12.108701191812724	7.9563292500161	2.879349783645473	1.7658965454789204	3.84356869875508	5.22531204820497	0.9918648047929586	3.2695237232012926	0.6448460481711663	0.9521315066683096	4.96874933262512	2.5917830903723713	1.5085585490232587	1.5687410913299706	2.5354542120797507	5.012159159610441	1.135003675344684	1.6050277537655397	2.9795284098020303	1.7080947968404585	5.269868061898091	0.20812826130977768	0.15940910920511603	0.19081262249129397	0.4416500069938127	0.35493916432239103	0.17935765738740636	0.1999005271689136	0.2658026511212891	0.253243376012523	0.22129765152217729	0.30866700900556476	0.21679196345973484	0.3442822970224164	0.1905262563242456	0.24935602371246315	0.21583542294087468	0.13241693997090523	0.393002204149616	0.11790631999374167	0.3566745358857368	0.16580844392907607	0.07887947951356238	0.18497284370117972	0.570339232856182	0.242674474322121	0.26833905344731407	0.25128111677978215	0.2377053554507827	0.2984900823421661	0.1989465264116968	0.19299866204524316	0.30956472920089384	0.22579318161422207	0.25488889274191334	0.25458858058144823	0.26472934506241624	0.3754227108240377	0.07161961580693188	0.06323534406671068	0.4897223293023198	0.3757923354152665	0.3153267284243724	0.1529640938131771	0.15591684234718398	0.27573567032054586	0.22896396398040614	0.2296144446014454	0.2656859210976023	0.302504045352808	0.2653331941376418	0.200666079312732	0.23149668119681815	0.33036206173635646	0.2014366270104576	0.23289372453859095	0.23530758671459484	0.3685498352273024	0.15291301857115328	0.2352496578709064	0.2432874883306378	0.2544579501377441	0.1526343073345167	0.1669912459434697	0.42591649658426955	0.3204435457397434	0.19816026533646997	0.23096683421665337	0.2504293547071331	0.3907679657805101	0.17509190040957404	0.17137754249170856	0.26276259131820745	0.3606010761742059	0.20432840841767025	0.14980210891399814	0.28526840649412577	0.3472927869531076	0.07955224259326027	0.10384128143430213	0.46931368901932974	0.23045621198481922	0.21206021911427808	0.3244432683500495	0.2330403005508534	0.3447806223625647	0.1911334566883235	0.17769525879147022	0.28639066215764153	0.3596426714409288	0.17401456376157712	0.23561399732272573	0.23072876747476856	0.29222713264916234	0.19351504578598902	0.18166531552414428	0.3325925060407045	0.24048325396441947	0.17764447088632923	0.1580924035109177	0.4237798716383336	0.7153942609096873
52000	-274333.27736506547	-274194.1509949415	-139.12637012397764	0.049665606555947504	2.853348378599234	2.4812795863513353	1.566020048432589	2.8964372534451273	2.0012996177332694	12.108701191812724	7.9563292500161	2.9952162869875796	1.7993881659143183	4.436921541592757	5.22531204820497	1.1535515794327937	3.2695237232012926	0.6448460481711663	1.1342837296284485	4.294131167185969	2.5917830903723713	1.412314329329631	1.5687410913299706	5.331995046826167	5.012159159610441	1.0870051919649317	1.6812162487253246	3.2166933008180623	1.7080947968404585	4.8358152584384335	0.18128266172317917	0.15940910920511603	0.19081262249129397	0.46849560658041123	0.35493916432239103	0.17935765738740636	0.22231580589323507	0.24338737239696762	0.253243376012523	0.22129765152217729	0.30866700900556476	0.21679196345973484	0.3442822970224164	0.1905262563242456	0.24935602371246315	0.21583542294087468	0.13241693997090523	0.3444883374097254	0.11790631999374167	0.4051884026256274	0.16580844392907607	0.06766908916998701	0.18497284370117972	0.5815496231997574	0.242674474322121	0.282871884214727	0.23674828601236925	0.2377053554507827	0.2984900823421661	0.1989465264116968	0.19299866204524316	0.30956472920089384	0.2191467771628096	0.25488889274191334	0.26123498503286074	0.26472934506241624	0.37685818382713976	0.07018414280382983	0.05557402617874639	0.4973836471902841	0.3757923354152665	0.3221564813675572	0.1529640938131771	0.1490870894039992	0.27573567032054586	0.22948283113130014	0.2290955774505514	0.2656859210976023	0.27669008429784936	0.2911471551926004	0.200666079312732	0.23149668119681815	0.36813373974345376	0.17589927782193493	0.23289372453859095	0.2230732578960202	0.3685498352273024	0.15291301857115328	0.23504498515925806	0.24349216104228613	0.2549642877763944	0.15212796969586637	0.1669912459434697	0.42591649658426955	0.3225075206544947	0.19816026533646997	0.2289028593019021	0.2504293547071331	0.3907679657805101	0.17509190040957404	0.17137754249170856	0.26276259131820745	0.3608285498718157	0.17279717453345655	0.1026779071679505	0.36369636842677733	0.3472927869531076	0.07955224259326027	0.08726724324743165	0.4858877272062002	0.23045621198481922	0.21206021911427808	0.3244432683500495	0.2330403005508534	0.33464934807363356	0.2012647309772546	0.17769525879147022	0.28639066215764153	0.3524888433331035	0.17401456376157712	0.23561399732272573	0.2378825955825939	0.29950755717790783	0.19351504578598902	0.18166531552414428	0.325312081511959	0.25163981658479523	0.166499437322018	0.14693584089054193	0.4349249052026448	0.7042207894715187
53000	-273843.12037890335	-273703.49055636127	-139.62982254210226	0.049587421080542184	2.856583368776544	2.3680590736505422	1.624715796773843	2.8964372534451273	2.0012996177332694	7.9155902557575555	7.9563292500161	2.5792322579132048	1.7993881659143183	4.436921541592757	5.235733367881994	1.423628911823207	3.213599424656837	0.6550298732807829	1.1342837296284485	3.473501304236601	2.5917830903723713	1.491095033994121	1.4351351023731018	5.331995046826167	5.012159159610441	1.0870051919649317	1.6812162487253246	3.2166933008180623	1.7080947968404585	4.412197253371958	0.18128266172317917	0.15940910920511603	0.19081262249129397	0.46849560658041123	0.35493916432239103	0.17935765738740636	0.22231580589323507	0.24338737239696762	0.253243376012523	0.19188398382103716	0.28371405421638235	0.27115858595005743	0.3395578075087016	0.1905262563242456	0.2540805132261779	0.21583542294087468	0.13241693997090523	0.3444883374097254	0.11790631999374167	0.4051884026256274	0.16580844392907607	0.07467806016942288	0.18497284370117972	0.5745406522003216	0.24175058261665755	0.2913293412213994	0.22533281707543376	0.24158725908650922	0.2984900823421661	0.1989465264116968	0.19299866204524316	0.30956472920089384	0.18903197878513706	0.25875094809279997	0.280994990341828	0.27122208278023485	0.37429600612268754	0.05174736169189375	0.0591676156676016	0.5147890165178173	0.3757923354152665	0.3221564813675572	0.1529640938131771	0.1490870894039992	0.27573567032054586	0.23148837050884238	0.22709003807300915	0.2656859210976023	0.27669008429784936	0.2911471551926004	0.200666079312732	0.23149668119681815	0.3414108200808889	0.20262219748449978	0.23289372453859095	0.2230732578960202	0.36256282565060943	0.15291301857115328	0.23640098895070127	0.24812316682753582	0.2549642877763944	0.15212796969586637	0.1669912459434697	0.42591649658426955	0.30480690233167623	0.19816026533646997	0.23085770397469382	0.26617512835715984	0.3907679657805101	0.17509190040957404	0.17137754249170856	0.26276259131820745	0.3211466009265155	0.17279717453345655	0.1026779071679505	0.4033783173720775	0.3472927869531076	0.07955224259326027	0.08726724324743165	0.4858877272062002	0.2203246567955839	0.21939047979330492	0.32724456286025794	0.2330403005508534	0.33464934807363356	0.2012647309772546	0.17769525879147022	0.28639066215764153	0.3524888433331035	0.17401456376157712	0.23561399732272573	0.2378825955825939	0.2748489778176613	0.1929521156005169	0.19086622339631554	0.3413326831855064	0.25163981658479523	0.166499437322018	0.14693584089054193	0.4349249052026448	0.7548480410022359
54000	-273262.2115997325	-273120.4493668426	-141.76223288994746	0.04890692290508888	2.81099520249529	2.3876823122050084	1.486684764144588	9.809854975022526	2.0012996177332694	12.457157714076397	7.9563292500161	3.9236101824481775	1.7993881659143183	4.436921541592757	5.235733367881994	1.4153195341411144	3.213599424656837	0.6082563115682119	1.1342837296284485	3.718163265867454	2.5917830903723713	1.491095033994121	1.5860991315474449	8.10968440254718	4.5130027589490815	0.9532393479485785	1.7618198916713115	3.0164014017417564	1.7080947968404585	4.412197253371958	0.18128266172317917	0.15940910920511603	0.19081262249129397	0.46849560658041123	0.35493916432239103	0.17935765738740636	0.22231580589323507	0.24338737239696762	0.2040038426558583	0.19188398382103716	0.33295358757304705	0.27115858595005743	0.3605978534948102	0.1905262563242456	0.23304046724006933	0.21583542294087468	0.13241693997090523	0.3608336109777995	0.11790631999374167	0.3888431290575533	0.15720661759101293	0.07467806016942288	0.19357467003924286	0.5745406522003216	0.24175058261665755	0.2897679977411973	0.22689416055563585	0.24158725908650922	0.2984900823421661	0.1989465264116968	0.19299866204524316	0.30956472920089384	0.21055884419391396	0.23722408268402306	0.280994990341828	0.27122208278023485	0.3744167307845728	0.050859460236215806	0.0591676156676016	0.51555619331161	0.33281589500505276	0.24732699427163032	0.20395957541714715	0.2158975353061698	0.2860740793357817	0.22114996149360652	0.22709003807300915	0.2656859210976023	0.27669008429784936	0.2911471551926004	0.200666079312732	0.23149668119681815	0.3414108200808889	0.21943161524504354	0.21608430677804719	0.2230732578960202	0.368610279779922	0.15291301857115328	0.2534553419975504	0.22502135965137415	0.2524388527353512	0.15212796969586637	0.1669912459434697	0.42844193162531274	0.3036546774408352	0.19932980724163843	0.2308403869603664	0.26617512835715984	0.3959291117155224	0.17509190040957404	0.17137754249170856	0.2576014453831951	0.3102878094648013	0.14400696450335812	0.1026779071679505	0.4430273188638902	0.3472927869531076	0.07955224259326027	0.08726724324743165	0.4858877272062002	0.2203246567955839	0.21939047979330492	0.32724456286025794	0.2330403005508534	0.33464934807363356	0.2012647309772546	0.17769525879147022	0.28639066215764153	0.3524888433331035	0.17401456376157712	0.23561399732272573	0.2378825955825939	0.2748489778176613	0.1929521156005169	0.19086622339631554	0.3413326831855064	0.2608246553567152	0.166499437322018	0.14693584089054193	0.4257400664307249	0.7039652278413898
55000	-273011.7137794549	-272872.17855532945	-139.53522412544015	0.04862596570254454	2.8176580496423096	2.1719018601346582	1.486684764144588	9.809854975022526	1.4726722878411977	12.457157714076397	7.379269080561819	3.942417078948518	1.7993881659143183	4.436921541592757	5.6448339286879605	1.4153195341411144	3.213599424656837	0.6082563115682119	1.0139061629154174	4.958722107189935	2.5917830903723713	1.491095033994121	1.5860991315474449	8.10968440254718	4.818477283094705	0.9887187008619432	1.6554259341656956	3.0164014017417564	1.7080947968404585	4.412197253371958	0.18128266172317917	0.15940910920511603	0.19081262249129397	0.46849560658041123	0.3739343567624086	0.18783072416595528	0.20332061345321747	0.2349143056184187	0.2837053504026661	0.22079971836312123	0.3086997875685224	0.1867951436656902	0.3605978534948102	0.1905262563242456	0.23304046724006933	0.21583542294087468	0.11118218806488808	0.3608336109777995	0.13914107189975883	0.3888431290575533	0.15720661759101293	0.07467806016942288	0.19357467003924286	0.5745406522003216	0.24175058261665755	0.286921980463403	0.22689416055563585	0.24443327636430356	0.30613823101443455	0.19129203316335713	0.19300500662131442	0.30956472920089384	0.21055884419391396	0.23930039699498107	0.29841874345240416	0.25172201535870065	0.36053086241812715	0.050859460236215806	0.0617904608696981	0.5268192164759591	0.33281589500505276	0.29231649428459017	0.15897007540418728	0.2158975353061698	0.2860740793357817	0.22114996149360652	0.22709003807300915	0.2656859210976023	0.27669008429784936	0.2654955296841953	0.2263177048211371	0.23149668119681815	0.3414108200808889	0.21943161524504354	0.21608430677804719	0.2230732578960202	0.368610279779922	0.15291301857115328	0.2534553419975504	0.22502135965137415	0.2524388527353512	0.15212796969586637	0.1669912459434697	0.42844193162531274	0.3036546774408352	0.19932980724163843	0.2308403869603664	0.26617512835715984	0.3959291117155224	0.17509190040957404	0.17137754249170856	0.2576014453831951	0.2950639367560819	0.21448241371644572	0.11938425540636528	0.37106939412110723	0.3472927869531076	0.07955224259326027	0.08726724324743165	0.4858877272062002	0.2203246567955839	0.19402268748245433	0.35261235517110856	0.2330403005508534	0.3323867049267364	0.2012647309772546	0.17995790193836736	0.28639066215764153	0.3524888433331035	0.17401456376157712	0.23561399732272573	0.2378825955825939	0.2748489778176613	0.1929521156005169	0.19086622339631554	0.3413326831855064	0.2515187250532677	0.166499437322018	0.16533833886297625	0.416643498761738	0.6842765238281153
56000	-272553.9914783633	-272412.4169688432	-141.57450952011135	0.04817395638872544	2.806218738553591	2.937450035635277	1.4746420454177152	9.533226311243137	1.7093721724722122	12.457157714076397	7.379269080561819	2.856187756004727	1.7993881659143183	4.1001228305760105	5.6448339286879605	1.4153195341411144	3.2882531298061908	0.5599897971417597	1.0139061629154174	3.3360776597758273	2.5917830903723713	1.491095033994121	1.6392576182978122	6.187503198076069	4.818477283094705	0.9887187008619432	1.7775071612347275	2.9692958275249377	1.7339443601786217	4.973085331205582	0.193948192481656	0.15940910920511603	0.19081262249129397	0.45583007582193436	0.3703782909504842	0.19138678997787972	0.20332061345321747	0.2349143056184187	0.20051373894795274	0.21774177717657917	0.2287422557120774	0.3530022281633906	0.35526215860705485	0.1796719699478459	0.2383761621278247	0.2266897093172744	0.11118218806488808	0.3608336109777995	0.13914107189975883	0.3888431290575533	0.149503416436642	0.07467806016942288	0.19357467003924286	0.5822438533546925	0.24175058261665755	0.26065257773213557	0.22689416055563585	0.270702679095571	0.2996063882345509	0.19101912179593386	0.19300500662131442	0.3163694833482008	0.21055884419391396	0.23930039699498107	0.29841874345240416	0.25172201535870065	0.36053086241812715	0.05057103704555622	0.056513810856995986	0.5323842896793208	0.33281589500505276	0.3281046422933143	0.12318192739546313	0.2158975353061698	0.2860740793357817	0.22114996149360652	0.22709003807300915	0.2656859210976023	0.27669008429784936	0.2654955296841953	0.2263103212635024	0.23150406475445287	0.3414108200808889	0.21943161524504354	0.21608430677804719	0.2230732578960202	0.368610279779922	0.12228831724394136	0.2534553419975504	0.25564606097858605	0.2524388527353512	0.15212796969586637	0.16526726879578504	0.43016590877299743	0.3036546774408352	0.19932980724163843	0.22378725102893737	0.2732282642885889	0.3959291117155224	0.17509190040957404	0.17137754249170856	0.2576014453831951	0.2950639367560819	0.21448241371644572	0.11938425540636528	0.37106939412110723	0.3472927869531076	0.08078574352544958	0.08603374231524234	0.4858877272062002	0.23536623976450938	0.19402268748245433	0.36457510260977005	0.20603597014326647	0.3323867049267364	0.19141134748729274	0.18981128542832923	0.28639066215764153	0.3611339560481478	0.17401456376157712	0.23443423115246292	0.23041724903781238	0.281293630260972	0.18152454720289313	0.19584913935062864	0.3413326831855064	0.2515187250532677	0.166499437322018	0.16533833886297625	0.416643498761738	0.777270749019467
57000	-272465.1020183745	-272324.3300310838	-140.7719872906998	0.04817395638872544	2.8069467415476415	2.839001811653609	1.4746420454177152	9.533226311243137	1.7536878459264833	11.767588898634614	7.379269080561819	2.9686949804827676	1.8073659806695128	4.1001228305760105	5.6448339286879605	0.8872007498313267	3.3498900623262156	0.5599897971417597	1.017789638716247	5.161703721441497	2.5917830903723713	1.491095033994121	1.6392576182978122	6.187503198076069	4.818477283094705	0.9887187008619432	1.7775071612347275	2.4845080976632987	1.7339443601786217	4.973085331205582	0.193948192481656	0.15940910920511603	0.21281976791374035	0.43382293039948794	0.37175718161140286	0.19138678997787972	0.20332061345321747	0.23353541495750002	0.2804564241903639	0.2523942309532039	0.18422398745916674	0.2829253573972655	0.35526215860705485	0.1796719699478459	0.2383761621278247	0.2266897093172744	0.11118218806488808	0.3608336109777995	0.13914107189975883	0.3888431290575533	0.1795162429497056	0.07467806016942288	0.16356184352617925	0.5822438533546925	0.23916461990694632	0.2632385404418468	0.22689416055563585	0.270702679095571	0.29821909512209377	0.19240641490839094	0.19300500662131442	0.3163694833482008	0.21055884419391396	0.23930039699498107	0.29841874345240416	0.25172201535870065	0.35924141174544655	0.05057103704555622	0.056513810856995986	0.5336737403520014	0.33281589500505276	0.3281046422933143	0.12318192739546313	0.2158975353061698	0.2860740793357817	0.2302829500226441	0.21795704954397155	0.2656859210976023	0.27669008429784936	0.2654955296841953	0.2263103212635024	0.23150406475445287	0.3281795712031633	0.21943161524504354	0.21608430677804719	0.23630450677374576	0.368610279779922	0.12228831724394136	0.2534553419975504	0.25564606097858605	0.25226766972309295	0.15212796969586637	0.16526726879578504	0.4303370917852557	0.3205263165881132	0.19159701278926497	0.20389032464446494	0.28398634597815675	0.3862470907397683	0.17509190040957404	0.17137754249170856	0.26728346635894923	0.2950639367560819	0.21448241371644572	0.11938425540636528	0.37106939412110723	0.3472927869531076	0.08078574352544958	0.08603374231524234	0.4858877272062002	0.23536623976450938	0.19402268748245433	0.36457510260977005	0.20603597014326647	0.3323867049267364	0.19141134748729274	0.18350437782578338	0.2926975697601874	0.3351187481692177	0.1766798576021641	0.24741020663896005	0.2407911875896584	0.281293630260972	0.18152454720289313	0.19584913935062864	0.3413326831855064	0.2515187250532677	0.1574335202000156	0.16533833886297625	0.4257094158837404	0.7048898770839185
58000	-272401.6172147295	-272257.3140654814	-144.30314924807146	0.04824468853120025	2.812478638564326	2.226187358177696	1.4746420454177152	13.468307829707621	1.7903038284688677	11.767588898634614	7.379269080561819	3.7308767174920043	1.8073659806695128	4.1001228305760105	5.6448339286879605	0.9608594049488782	3.2967652209499594	0.5599897971417597	0.9035848385269822	4.673358986587055	2.5917830903723713	1.1862234007963275	1.6392576182978122	5.6907793340628	4.818477283094705	0.9887187008619432	1.6059934713085757	3.392040061269251	1.7339443601786217	5.02946807540037	0.20921046914376146	0.15940910920511603	0.1975574912516349	0.43382293039948794	0.36243748894203764	0.20673840981616176	0.19728868628430068	0.23353541495750002	0.2804564241903639	0.2523942309532039	0.18422398745916674	0.2829253573972655	0.355228076515129	0.1796719699478459	0.2358388221266637	0.22926113141036122	0.12101845299713704	0.3608336109777995	0.12930480696750987	0.3888431290575533	0.1795162429497056	0.07467806016942288	0.16350273910173901	0.5823029577791328	0.23410154938138675	0.26830161096740635	0.22689416055563585	0.270702679095571	0.29821909512209377	0.19240641490839094	0.19300500662131442	0.3163694833482008	0.23661188452827672	0.23930039699498107	0.2765305816975764	0.2475571367791657	0.355820250545527	0.05057103704555622	0.056513810856995986	0.537094901551921	0.33281589500505276	0.3134986481947887	0.12318192739546313	0.23050352940469546	0.27242685906574404	0.2302829500226441	0.23160426981400922	0.2656859210976023	0.27669008429784936	0.27961624113632166	0.21553177259969908	0.22816190196612987	0.36316567830432145	0.18162730419911682	0.2189025107228158	0.23630450677374576	0.3419787738719762	0.14891982315188712	0.2534553419975504	0.25564606097858605	0.24134859804075612	0.1559504276544102	0.16526726879578504	0.4374337055090487	0.31338064049809355	0.19918227625141266	0.2194718498363492	0.2679652334141444	0.380268378122652	0.17303082928732857	0.1794173262310703	0.26728346635894923	0.34063838655208134	0.18027154707632126	0.11564716835746978	0.36344289801412777	0.34804953553306484	0.07293133625656664	0.08603374231524234	0.4929853858951259	0.22354463722673873	0.20584429002022497	0.36457510260977005	0.20603597014326647	0.34152151472634146	0.19141134748729274	0.1786334609027903	0.2884336768835754	0.3230135734693795	0.171550889736456	0.2284971387100455	0.2769383980841193	0.2929760118448807	0.1719120511849188	0.19584913935062864	0.339262797619572	0.2515187250532677	0.1574335202000156	0.16533833886297625	0.4257094158837404	0.8396804157303321
59000	-272136.66308364907	-271991.0236340457	-145.6394496034179	0.04905751801213651	2.8849894110278274	2.510272132432147	1.7918069699579917	16.117185033069873	1.7903038284688677	11.505342818880813	7.379269080561819	3.7308767174920043	1.8073659806695128	4.1001228305760105	5.743457868660506	0.9608594049488782	3.2967652209499594	0.4642295629332292	1.0883196222873806	4.673358986587055	2.5191968203882014	1.234205392997835	1.6392576182978122	4.4584745546022395	4.818477283094705	0.947311871877392	1.6059934713085757	3.392040061269251	1.7339443601786217	5.02946807540037	0.20921046914376146	0.15940910920511603	0.1975574912516349	0.43382293039948794	0.36243748894203764	0.20045928784797937	0.20356780825248308	0.23353541495750002	0.17747924925597058	0.2957444601498658	0.23675316820393416	0.2900231223902295	0.355228076515129	0.1957816244660105	0.21972916760849912	0.22926113141036122	0.11914060515014394	0.36271145882479255	0.12204082754976399	0.3961071084752992	0.1795162429497056	0.07467806016942288	0.16350273910173901	0.5823029577791328	0.23410154938138675	0.26830161096740635	0.22689416055563585	0.270702679095571	0.29821909512209377	0.19240641490839094	0.19300500662131442	0.3163694833482008	0.23661188452827672	0.2088572154051942	0.2765305816975764	0.27800031836895256	0.355820250545527	0.05057103704555622	0.056513810856995986	0.537094901551921	0.33281589500505276	0.2636987565886887	0.17298181900156312	0.23050352940469546	0.27242685906574404	0.2302829500226441	0.23160426981400922	0.2656859210976023	0.27669008429784936	0.27961624113632166	0.21553177259969908	0.22816190196612987	0.36145284012088835	0.18162730419911682	0.2206153489062489	0.23630450677374576	0.3419787738719762	0.14891982315188712	0.2534553419975504	0.25564606097858605	0.24134859804075612	0.1559504276544102	0.16526726879578504	0.4374337055090487	0.32036249172352205	0.1922004250259842	0.2194718498363492	0.2679652334141444	0.380268378122652	0.17303082928732857	0.1794173262310703	0.26728346635894923	0.3291781376832207	0.1895270014324386	0.12905177266169907	0.3522430882226418	0.34804953553306484	0.07293133625656664	0.08603374231524234	0.4929853858951259	0.2633274810174704	0.18041100554304615	0.3247922588190384	0.2314692546204453	0.34152151472634146	0.19141134748729274	0.1786334609027903	0.2884336768835754	0.34130485166862173	0.171550889736456	0.21272905863423952	0.27441519996068303	0.3008139071069501	0.1719120511849188	0.18801124408855924	0.339262797619572	0.2515187250532677	0.1574335202000156	0.16533833886297625	0.4257094158837404	0.7246793410217817
60000	-271745.7338271151	-271600.8839800281	-144.84984708700867	0.048611458414609045	2.8545469359359754	2.510272132432147	1.3365954692131568	16.117185033069873	1.4173274880654279	14.664141258889767	7.379269080561819	3.7308767174920043	1.8784957764144536	4.1001228305760105	5.497323635601658	1.6334243766109384	3.2935136597373047	0.5359096716176639	1.0883196222873806	4.673358986587055	2.584744411663648	1.234205392997835	1.6392576182978122	4.4584745546022395	4.614968132686324	0.947311871877392	1.6059934713085757	2.2919702426165904	1.8193515024709275	5.02946807540037	0.20921046914376146	0.15940910920511603	0.1975574912516349	0.43382293039948794	0.36243748894203764	0.20045928784797937	0.20356780825248308	0.23353541495750002	0.17747924925597058	0.2957444601498658	0.23675316820393416	0.2900231223902295	0.355228076515129	0.1957816244660105	0.246880600529348	0.20210969848951235	0.10567285591771534	0.37617920805722116	0.12204082754976399	0.3961071084752992	0.19067216929483954	0.07467806016942288	0.15234681275660508	0.5823029577791328	0.23275620328767277	0.24328612885331447	0.2532549887634417	0.270702679095571	0.29821909512209377	0.19008427993806537	0.19300500662131442	0.3186916183185264	0.2113275160865784	0.2088572154051942	0.3018149501392747	0.27800031836895256	0.35372250842582215	0.05057103704555622	0.056513810856995986	0.5391926436716259	0.35727344770893815	0.30249635188127827	0.18793358389308296	0.15229661651670068	0.27242685906574404	0.2302829500226441	0.23160426981400922	0.2656859210976023	0.27669008429784936	0.27961624113632166	0.21553177259969908	0.22816190196612987	0.36145284012088835	0.18162730419911682	0.2206153489062489	0.23630450677374576	0.3419787738719762	0.1473097257909755	0.255065439358462	0.25564606097858605	0.24134859804075612	0.1559504276544102	0.15131376374886202	0.4513872105559717	0.32036249172352205	0.1922004250259842	0.2194718498363492	0.2679652334141444	0.380268378122652	0.17303082928732857	0.1794173262310703	0.26728346635894923	0.3514792185228325	0.20143362727616107	0.12905177266169907	0.31803538153930755	0.33696259939776724	0.08401827239186424	0.08603374231524234	0.4929853858951259	0.2434112205960985	0.1901340974170672	0.3247922588190384	0.24166242316779615	0.3387757538086337	0.20940144185346837	0.16338912745432246	0.2884336768835754	0.34130485166862173	0.171550889736456	0.24216244724207506	0.2449818113528475	0.2892659239586707	0.1719120511849188	0.18801124408855924	0.35081078076785144	0.2515187250532677	0.1574335202000156	0.17952606005456337	0.4115216946921533	0.7534917714402452
